professor,department,Quality,Difficulty,aspect,sentiment
Helen Wong ,Mathematics department,5.0,4.0,study_material,positive
Helen Wong ,Mathematics department,5.0,4.0,faculty_availability,positive
Helen Wong ,Mathematics department,5.0,4.0,subject_difficulty,positive
Marie Claude Thomas ,Modern Languages department,5.0,4.0,study_material,positive
Marie Claude Thomas ,Modern Languages department,3.0,3.0,explanation_clarity,neutral
Marie Claude Thomas ,Modern Languages department,3.0,3.0,doubt_solving,neutral
Marie Claude Thomas ,Modern Languages department,3.0,3.0,practical_sessions,neutral
Rima Basu ,Philosophy department,5.0,2.0,study_material,positive
Rima Basu ,Philosophy department,5.0,2.0,practical_sessions,positive
Rima Basu ,Philosophy department,4.0,4.0,doubt_solving,positive
Rima Basu ,Philosophy department,4.0,4.0,faculty_availability,positive
Rima Basu ,Philosophy department,5.0,3.0,explanation_clarity,positive
Rima Basu ,Philosophy department,5.0,3.0,doubt_solving,positive
Rima Basu ,Philosophy department,5.0,3.0,subject_difficulty,positive
Rima Basu ,Philosophy department,5.0,3.0,study_material,positive
Katja Favretto ,Government department,5.0,2.0,doubt_solving,positive
Katja Favretto ,Government department,5.0,2.0,practical_sessions,positive
Katja Favretto ,Government department,5.0,2.0,faculty_availability,positive
Katja Favretto ,Government department,5.0,2.0,subject_difficulty,positive
Katja Favretto ,Government department,4.0,2.0,explanation_clarity,positive
Katja Favretto ,Government department,4.0,2.0,practical_sessions,positive
Katja Favretto ,Government department,4.0,2.0,subject_difficulty,positive
James Taylor ,Accounting department,4.0,4.0,doubt_solving,positive
James Taylor ,Accounting department,4.0,4.0,study_material,positive
James Taylor ,Accounting department,4.0,4.0,practical_sessions,positive
James Taylor ,Accounting department,4.0,4.0,faculty_availability,positive
James Taylor ,Accounting department,4.0,5.0,study_material,negative
James Taylor ,Accounting department,4.0,5.0,practical_sessions,negative
James Taylor ,Accounting department,2.0,4.0,explanation_clarity,negative
James Taylor ,Accounting department,2.0,4.0,study_material,negative
James Taylor ,Accounting department,2.0,4.0,practical_sessions,negative
James Taylor ,Accounting department,5.0,4.0,practical_sessions,positive
James Taylor ,Accounting department,5.0,4.0,subject_difficulty,positive
James Taylor ,Accounting department,4.0,3.0,explanation_clarity,negative
James Taylor ,Accounting department,4.0,3.0,doubt_solving,negative
James Taylor ,Accounting department,4.0,3.0,study_material,negative
James Taylor ,Accounting department,4.0,3.0,practical_sessions,negative
James Taylor ,Accounting department,4.0,3.0,subject_difficulty,negative
James Taylor ,Accounting department,4.0,4.0,doubt_solving,positive
James Taylor ,Accounting department,4.0,4.0,study_material,positive
James Taylor ,Accounting department,4.0,4.0,faculty_availability,positive
James Taylor ,Accounting department,1.0,5.0,explanation_clarity,negative
James Taylor ,Accounting department,1.0,5.0,study_material,negative
James Taylor ,Accounting department,1.0,5.0,study_material,negative
James Taylor ,Accounting department,4.5,3.0,doubt_solving,positive
James Taylor ,Accounting department,4.5,3.0,study_material,positive
James Taylor ,Accounting department,1.0,5.0,doubt_solving,negative
James Taylor ,Accounting department,1.0,5.0,practical_sessions,negative
James Taylor ,Accounting department,1.0,5.0,subject_difficulty,negative
James Taylor ,Accounting department,1.0,3.0,practical_sessions,negative
Jason Borchert ,Biology department,3.0,3.0,teaching_pace,positive
Jason Borchert ,Biology department,3.0,3.0,study_material,positive
Jason Borchert ,Biology department,3.0,3.0,practical_sessions,positive
Jason Borchert ,Biology department,3.0,3.0,subject_difficulty,positive
Jason Borchert ,Biology department,2.0,3.0,explanation_clarity,negative
Jason Borchert ,Biology department,2.0,3.0,study_material,negative
Jason Borchert ,Biology department,2.0,3.0,practical_sessions,negative
Jason Borchert ,Biology department,2.0,3.0,subject_difficulty,negative
Jason Borchert ,Biology department,4.0,2.0,doubt_solving,positive
Jason Borchert ,Biology department,4.0,2.0,study_material,positive
Jason Borchert ,Biology department,4.0,2.0,practical_sessions,positive
Jason Borchert ,Biology department,4.0,2.0,subject_difficulty,positive
Jason Borchert ,Biology department,2.0,2.0,explanation_clarity,negative
Jason Borchert ,Biology department,2.0,2.0,doubt_solving,negative
Jason Borchert ,Biology department,2.0,2.0,study_material,negative
Jason Borchert ,Biology department,2.0,2.0,practical_sessions,negative
Jason Borchert ,Biology department,2.0,2.0,subject_difficulty,negative
George Thomas ,Government department,4.0,4.0,subject_difficulty,positive
George Thomas ,Government department,4.0,4.0,subject_difficulty,positive
George Thomas ,Government department,3.0,5.0,explanation_clarity,negative
George Thomas ,Government department,4.0,4.0,doubt_solving,positive
George Thomas ,Government department,4.0,4.0,study_material,positive
George Thomas ,Government department,4.5,4.0,subject_difficulty,positive
George Thomas ,Government department,4.0,5.0,study_material,positive
George Thomas ,Government department,2.5,5.0,study_material,negative
George Thomas ,Government department,4.5,4.0,explanation_clarity,positive
George Thomas ,Government department,4.5,4.0,doubt_solving,positive
George Thomas ,Government department,4.5,4.0,faculty_availability,positive
George Thomas ,Government department,4.5,4.0,practical_sessions,positive
George Thomas ,Government department,4.5,4.0,subject_difficulty,positive
George Thomas ,Government department,3.0,4.0,study_material,positive
Jeffrey Flory ,Economics department,4.0,2.0,doubt_solving,positive
Jeffrey Flory ,Economics department,4.0,2.0,study_material,positive
Jeffrey Flory ,Economics department,4.0,2.0,practical_sessions,positive
Jeffrey Flory ,Economics department,4.0,2.0,faculty_availability,positive
Jeffrey Flory ,Economics department,5.0,2.0,explanation_clarity,positive
Jeffrey Flory ,Economics department,5.0,2.0,doubt_solving,positive
Jeffrey Flory ,Economics department,5.0,2.0,faculty_availability,positive
Jeffrey Flory ,Economics department,5.0,3.0,explanation_clarity,positive
Jeffrey Flory ,Economics department,5.0,3.0,doubt_solving,positive
Jeffrey Flory ,Economics department,5.0,3.0,study_material,positive
Jeffrey Flory ,Economics department,5.0,3.0,practical_sessions,positive
Jeffrey Flory ,Economics department,5.0,3.0,faculty_availability,positive
Jeffrey Flory ,Economics department,5.0,3.0,subject_difficulty,positive
Jeffrey Flory ,Economics department,4.0,3.0,explanation_clarity,positive
Jeffrey Flory ,Economics department,4.0,3.0,practical_sessions,positive
Jeffrey Flory ,Economics department,4.0,3.0,subject_difficulty,positive
Jeffrey Flory ,Economics department,4.0,2.0,practical_sessions,positive
Jeffrey Flory ,Economics department,1.5,4.0,doubt_solving,negative
Jeffrey Flory ,Economics department,1.5,4.0,subject_difficulty,negative
Jeffrey Flory ,Economics department,5.0,1.0,explanation_clarity,positive
Jeffrey Flory ,Economics department,5.0,1.0,teaching_pace,positive
Jeffrey Flory ,Economics department,5.0,1.0,study_material,positive
Jeffrey Flory ,Economics department,5.0,1.0,subject_difficulty,positive
Jeffrey Flory ,Economics department,4.5,3.0,faculty_availability,positive
Jeffrey Flory ,Economics department,4.5,3.0,subject_difficulty,positive
Jonathan Petropoulos ,History department,2.0,4.0,study_material,positive
Jonathan Petropoulos ,History department,2.0,4.0,subject_difficulty,positive
Jonathan Petropoulos ,History department,5.0,4.0,study_material,positive
Jonathan Petropoulos ,History department,5.0,4.0,subject_difficulty,positive
Jonathan Petropoulos ,History department,5.0,5.0,subject_difficulty,positive
Jonathan Petropoulos ,History department,5.0,4.0,doubt_solving,positive
Jonathan Petropoulos ,History department,5.0,4.0,practical_sessions,positive
Jonathan Petropoulos ,History department,5.0,4.0,faculty_availability,positive
Jonathan Petropoulos ,History department,4.0,4.0,subject_difficulty,positive
Jonathan Petropoulos ,History department,5.0,4.0,doubt_solving,positive
Jonathan Petropoulos ,History department,5.0,4.0,study_material,positive
Jonathan Petropoulos ,History department,5.0,4.0,practical_sessions,positive
Jonathan Petropoulos ,History department,5.0,4.0,faculty_availability,positive
Jonathan Petropoulos ,History department,4.5,4.0,explanation_clarity,positive
Jonathan Petropoulos ,History department,4.5,4.0,study_material,positive
Jonathan Petropoulos ,History department,4.5,4.0,practical_sessions,positive
Jonathan Petropoulos ,History department,5.0,4.0,study_material,positive
Jonathan Petropoulos ,History department,5.0,4.0,subject_difficulty,positive
Jonathan Petropoulos ,History department,4.5,3.0,subject_difficulty,positive
Jonathan Petropoulos ,History department,5.0,3.0,study_material,positive
Jonathan Petropoulos ,History department,5.0,3.0,subject_difficulty,positive
Jonathan Petropoulos ,History department,5.0,4.0,study_material,positive
Jonathan Petropoulos ,History department,5.0,4.0,subject_difficulty,positive
Jonathan Petropoulos ,History department,4.5,4.0,study_material,positive
Jonathan Petropoulos ,History department,3.5,4.0,study_material,positive
Jonathan Petropoulos ,History department,4.5,3.0,explanation_clarity,positive
Jonathan Petropoulos ,History department,4.5,3.0,study_material,positive
Ananda Ganguly ,Economics department,4.0,4.0,explanation_clarity,positive
Ananda Ganguly ,Economics department,4.0,4.0,practical_sessions,positive
Ananda Ganguly ,Economics department,2.0,5.0,practical_sessions,positive
Ananda Ganguly ,Economics department,2.0,5.0,subject_difficulty,positive
Ananda Ganguly ,Economics department,5.0,5.0,teaching_pace,positive
Ananda Ganguly ,Economics department,5.0,5.0,doubt_solving,positive
Ananda Ganguly ,Economics department,4.0,5.0,doubt_solving,positive
Ananda Ganguly ,Economics department,4.0,5.0,subject_difficulty,positive
Ananda Ganguly ,Economics department,4.0,4.0,subject_difficulty,positive
Ananda Ganguly ,Economics department,1.0,4.0,doubt_solving,negative
Ananda Ganguly ,Economics department,1.0,4.0,study_material,negative
Ananda Ganguly ,Economics department,1.0,4.0,practical_sessions,negative
Ananda Ganguly ,Economics department,1.0,4.0,faculty_availability,negative
Ananda Ganguly ,Economics department,1.0,4.0,subject_difficulty,negative
Ananda Ganguly ,Economics department,5.0,3.0,explanation_clarity,positive
Ananda Ganguly ,Economics department,5.0,3.0,doubt_solving,positive
Ananda Ganguly ,Economics department,5.0,3.0,practical_sessions,positive
Ananda Ganguly ,Economics department,5.0,3.0,subject_difficulty,positive
Ananda Ganguly ,Economics department,4.0,4.0,doubt_solving,positive
Ananda Ganguly ,Economics department,4.0,4.0,study_material,positive
Ananda Ganguly ,Economics department,4.0,4.0,subject_difficulty,positive
Ananda Ganguly ,Economics department,5.0,3.0,subject_difficulty,positive
Ananda Ganguly ,Economics department,3.5,4.0,teaching_pace,positive
Ananda Ganguly ,Economics department,3.5,4.0,subject_difficulty,positive
Ananda Ganguly ,Economics department,3.0,4.0,explanation_clarity,positive
Ananda Ganguly ,Economics department,3.0,4.0,doubt_solving,positive
Ananda Ganguly ,Economics department,3.0,4.0,practical_sessions,positive
Ananda Ganguly ,Economics department,3.0,4.0,faculty_availability,positive
Ananda Ganguly ,Economics department,2.0,4.0,explanation_clarity,negative
Ananda Ganguly ,Economics department,2.0,4.0,doubt_solving,negative
Ananda Ganguly ,Economics department,2.0,4.0,study_material,negative
Ananda Ganguly ,Economics department,2.0,4.0,subject_difficulty,negative
Ananda Ganguly ,Economics department,2.0,4.0,explanation_clarity,negative
Ananda Ganguly ,Economics department,2.0,4.0,subject_difficulty,negative
Ananda Ganguly ,Economics department,5.0,3.0,doubt_solving,positive
Ananda Ganguly ,Economics department,3.5,3.0,explanation_clarity,neutral
Ananda Ganguly ,Economics department,3.5,3.0,study_material,neutral
Ananda Ganguly ,Economics department,3.5,3.0,subject_difficulty,neutral
Ananda Ganguly ,Economics department,5.0,3.0,practical_sessions,positive
Ananda Ganguly ,Economics department,5.0,3.0,subject_difficulty,positive
Ananda Ganguly ,Economics department,3.5,5.0,explanation_clarity,negative
Ananda Ganguly ,Economics department,3.5,5.0,practical_sessions,negative
Ananda Ganguly ,Economics department,3.5,5.0,subject_difficulty,negative
Ralph Rossum ,Government department,4.0,1.0,practical_sessions,positive
Ralph Rossum ,Government department,4.0,1.0,subject_difficulty,positive
Ralph Rossum ,Government department,1.0,3.0,study_material,negative
Ralph Rossum ,Government department,1.0,3.0,practical_sessions,neutral
Ralph Rossum ,Government department,1.0,3.0,subject_difficulty,negative
Ralph Rossum ,Government department,5.0,2.0,explanation_clarity,positive
Ralph Rossum ,Government department,5.0,2.0,study_material,positive
Ralph Rossum ,Government department,5.0,2.0,study_material,positive
Ralph Rossum ,Government department,5.0,2.0,practical_sessions,positive
Ralph Rossum ,Government department,5.0,2.0,subject_difficulty,positive
Ralph Rossum ,Government department,4.0,2.0,explanation_clarity,positive
Ralph Rossum ,Government department,4.0,2.0,study_material,positive
Ralph Rossum ,Government department,4.0,3.0,doubt_solving,positive
Ralph Rossum ,Government department,4.0,3.0,faculty_availability,positive
Ralph Rossum ,Government department,3.5,2.0,explanation_clarity,positive
Ralph Rossum ,Government department,3.5,2.0,study_material,positive
Ralph Rossum ,Government department,3.5,2.0,practical_sessions,positive
Ralph Rossum ,Government department,3.0,3.0,explanation_clarity,negative
Ralph Rossum ,Government department,3.5,4.0,explanation_clarity,neutral
Ralph Rossum ,Government department,3.5,4.0,study_material,neutral
Ralph Rossum ,Government department,3.5,4.0,subject_difficulty,neutral
Ralph Rossum ,Government department,4.0,3.0,explanation_clarity,positive
Ralph Rossum ,Government department,4.0,3.0,study_material,neutral
Ralph Rossum ,Government department,3.5,2.0,study_material,positive
Ralph Rossum ,Government department,3.0,1.0,study_material,positive
David Bjerk ,Economics department,5.0,3.0,explanation_clarity,positive
David Bjerk ,Economics department,5.0,3.0,doubt_solving,positive
David Bjerk ,Economics department,5.0,3.0,study_material,positive
David Bjerk ,Economics department,5.0,4.0,doubt_solving,positive
David Bjerk ,Economics department,5.0,4.0,study_material,positive
David Bjerk ,Economics department,5.0,2.0,explanation_clarity,positive
David Bjerk ,Economics department,5.0,2.0,subject_difficulty,positive
David Bjerk ,Economics department,5.0,4.0,explanation_clarity,positive
David Bjerk ,Economics department,5.0,4.0,doubt_solving,positive
David Bjerk ,Economics department,5.0,4.0,practical_sessions,positive
David Bjerk ,Economics department,5.0,4.0,subject_difficulty,positive
David Bjerk ,Economics department,5.0,4.0,doubt_solving,positive
David Bjerk ,Economics department,5.0,4.0,practical_sessions,positive
David Bjerk ,Economics department,5.0,4.0,subject_difficulty,positive
David Bjerk ,Economics department,5.0,3.0,doubt_solving,positive
David Bjerk ,Economics department,5.0,3.0,practical_sessions,positive
David Bjerk ,Economics department,4.5,3.0,explanation_clarity,positive
David Bjerk ,Economics department,4.5,3.0,study_material,positive
David Bjerk ,Economics department,4.5,3.0,practical_sessions,positive
David Bjerk ,Economics department,4.5,3.0,subject_difficulty,positive
David Bjerk ,Economics department,5.0,3.0,explanation_clarity,positive
David Bjerk ,Economics department,5.0,3.0,practical_sessions,positive
David Bjerk ,Economics department,5.0,2.0,explanation_clarity,positive
David Bjerk ,Economics department,5.0,2.0,doubt_solving,positive
David Bjerk ,Economics department,5.0,2.0,practical_sessions,positive
David Bjerk ,Economics department,5.0,2.0,subject_difficulty,positive
David Bjerk ,Economics department,4.0,4.0,explanation_clarity,positive
David Bjerk ,Economics department,4.0,4.0,teaching_pace,positive
David Bjerk ,Economics department,4.0,4.0,practical_sessions,positive
David Bjerk ,Economics department,4.0,4.0,subject_difficulty,positive
David Bjerk ,Economics department,5.0,3.0,explanation_clarity,negative
David Bjerk ,Economics department,5.0,3.0,study_material,negative
David Bjerk ,Economics department,5.0,3.0,subject_difficulty,negative
David Bjerk ,Economics department,5.0,3.0,explanation_clarity,positive
David Bjerk ,Economics department,5.0,3.0,study_material,positive
David Bjerk ,Economics department,5.0,3.0,practical_sessions,positive
David Bjerk ,Economics department,5.0,3.0,subject_difficulty,positive
David Bjerk ,Economics department,4.0,4.0,study_material,positive
David Bjerk ,Economics department,4.0,4.0,practical_sessions,positive
David Bjerk ,Economics department,4.0,4.0,subject_difficulty,positive
David Bjerk ,Economics department,5.0,4.0,doubt_solving,positive
David Bjerk ,Economics department,5.0,4.0,study_material,positive
David Bjerk ,Economics department,5.0,4.0,practical_sessions,positive
David Bjerk ,Economics department,5.0,4.0,faculty_availability,positive
David Bjerk ,Economics department,5.0,4.0,explanation_clarity,negative
David Bjerk ,Economics department,5.0,4.0,doubt_solving,negative
David Bjerk ,Economics department,5.0,4.0,practical_sessions,negative
David Bjerk ,Economics department,5.0,4.0,faculty_availability,negative
David Bjerk ,Economics department,4.0,4.0,doubt_solving,positive
David Bjerk ,Economics department,4.0,4.0,study_material,positive
David Bjerk ,Economics department,4.0,4.0,practical_sessions,positive
David Bjerk ,Economics department,4.0,4.0,subject_difficulty,positive
David Day ,Psychology department,5.0,3.0,study_material,positive
David Day ,Psychology department,5.0,3.0,practical_sessions,positive
 Andrew Finley ,Economics department,3.0,4.0,subject_difficulty,positive
 Andrew Finley ,Economics department,5.0,4.0,doubt_solving,positive
 Andrew Finley ,Economics department,5.0,4.0,faculty_availability,positive
 Andrew Finley ,Economics department,3.0,3.0,practical_sessions,positive
 Andrew Finley ,Economics department,3.0,3.0,subject_difficulty,positive
 Andrew Finley ,Economics department,5.0,3.0,explanation_clarity,positive
 Andrew Finley ,Economics department,5.0,3.0,study_material,positive
 Andrew Finley ,Economics department,5.0,3.0,practical_sessions,positive
 Andrew Finley ,Economics department,1.0,5.0,explanation_clarity,negative
 Andrew Finley ,Economics department,1.0,5.0,doubt_solving,negative
 Andrew Finley ,Economics department,1.0,5.0,practical_sessions,negative
 Andrew Finley ,Economics department,1.0,5.0,subject_difficulty,negative
 Andrew Finley ,Economics department,4.0,3.0,explanation_clarity,positive
 Andrew Finley ,Economics department,4.0,3.0,study_material,positive
 Andrew Finley ,Economics department,4.0,3.0,subject_difficulty,positive
 Andrew Finley ,Economics department,5.0,4.0,explanation_clarity,positive
 Andrew Finley ,Economics department,5.0,4.0,study_material,positive
 Andrew Finley ,Economics department,5.0,4.0,practical_sessions,positive
 Andrew Finley ,Economics department,5.0,4.0,explanation_clarity,positive
 Andrew Finley ,Economics department,5.0,4.0,doubt_solving,positive
 Andrew Finley ,Economics department,5.0,4.0,study_material,positive
 Andrew Finley ,Economics department,5.0,4.0,faculty_availability,positive
 Andrew Finley ,Economics department,2.0,4.0,explanation_clarity,neutral
 Andrew Finley ,Economics department,2.0,4.0,doubt_solving,neutral
 Andrew Finley ,Economics department,2.0,4.0,faculty_availability,neutral
 Andrew Finley ,Economics department,1.0,5.0,explanation_clarity,negative
 Andrew Finley ,Economics department,1.0,5.0,study_material,negative
 Andrew Finley ,Economics department,1.0,5.0,practical_sessions,negative
 Andrew Finley ,Economics department,1.0,5.0,subject_difficulty,negative
Anthony Fucaloro ,Chemistry department,4.0,1.0,explanation_clarity,positive
Anthony Fucaloro ,Chemistry department,4.0,1.0,study_material,positive
Anthony Fucaloro ,Chemistry department,4.0,1.0,practical_sessions,positive
Anthony Fucaloro ,Chemistry department,4.0,1.0,subject_difficulty,positive
Anthony Fucaloro ,Chemistry department,2.0,1.0,doubt_solving,negative
Anthony Fucaloro ,Chemistry department,2.0,1.0,study_material,negative
Anthony Fucaloro ,Chemistry department,2.0,1.0,practical_sessions,negative
Anthony Fucaloro ,Chemistry department,2.0,1.0,faculty_availability,negative
Anthony Fucaloro ,Chemistry department,2.0,1.0,subject_difficulty,negative
Anthony Fucaloro ,Chemistry department,3.0,2.0,explanation_clarity,negative
Anthony Fucaloro ,Chemistry department,3.0,2.0,doubt_solving,negative
Anthony Fucaloro ,Chemistry department,3.0,2.0,practical_sessions,negative
Anthony Fucaloro ,Chemistry department,3.0,2.0,faculty_availability,negative
Anthony Fucaloro ,Chemistry department,2.5,1.0,study_material,positive
Anthony Fucaloro ,Chemistry department,2.5,1.0,practical_sessions,positive
Anthony Fucaloro ,Chemistry department,2.5,1.0,subject_difficulty,positive
Anthony Fucaloro ,Chemistry department,1.5,4.0,doubt_solving,negative
Anthony Fucaloro ,Chemistry department,3.5,2.0,explanation_clarity,positive
Anthony Fucaloro ,Chemistry department,3.5,2.0,doubt_solving,positive
Anthony Fucaloro ,Chemistry department,3.5,2.0,study_material,positive
Anthony Fucaloro ,Chemistry department,3.5,2.0,practical_sessions,positive
Anthony Fucaloro ,Chemistry department,4.5,1.0,study_material,positive
Anthony Fucaloro ,Chemistry department,4.5,1.0,practical_sessions,positive
Anthony Fucaloro ,Chemistry department,1.5,2.0,explanation_clarity,positive
Anthony Fucaloro ,Chemistry department,1.5,2.0,doubt_solving,positive
Anthony Fucaloro ,Chemistry department,1.5,2.0,practical_sessions,positive
Anthony Fucaloro ,Chemistry department,1.0,5.0,doubt_solving,positive
Anthony Fucaloro ,Chemistry department,1.0,4.0,explanation_clarity,negative
Anthony Fucaloro ,Chemistry department,1.0,4.0,study_material,negative
Anthony Fucaloro ,Chemistry department,1.0,4.0,subject_difficulty,negative
Anthony Fucaloro ,Chemistry department,1.5,4.0,subject_difficulty,negative
Anthony Fucaloro ,Chemistry department,4.5,2.0,practical_sessions,positive
Anthony Fucaloro ,Chemistry department,5.0,1.0,doubt_solving,positive
Anthony Fucaloro ,Chemistry department,4.0,1.0,doubt_solving,positive
Anthony Fucaloro ,Chemistry department,4.0,1.0,practical_sessions,positive
Anthony Fucaloro ,Chemistry department,4.0,1.0,subject_difficulty,positive
Anthony Fucaloro ,Chemistry department,2.0,1.0,practical_sessions,negative
Anthony Fucaloro ,Chemistry department,2.0,1.0,subject_difficulty,negative
Anthony Fucaloro ,Chemistry department,4.0,1.0,study_material,positive
Anthony Fucaloro ,Chemistry department,4.0,1.0,practical_sessions,positive
Anthony Fucaloro ,Chemistry department,4.0,1.0,subject_difficulty,positive
Anthony Fucaloro ,Chemistry department,4.5,2.0,study_material,positive
Anthony Fucaloro ,Chemistry department,3.5,1.0,explanation_clarity,positive
Anthony Fucaloro ,Chemistry department,3.5,1.0,practical_sessions,positive
Anthony Fucaloro ,Chemistry department,3.5,1.0,subject_difficulty,positive
Anthony Fucaloro ,Chemistry department,3.5,3.0,practical_sessions,positive
Anthony Fucaloro ,Chemistry department,4.5,1.0,doubt_solving,positive
Anthony Fucaloro ,Chemistry department,4.5,1.0,practical_sessions,positive
Anthony Fucaloro ,Chemistry department,4.5,1.0,subject_difficulty,positive
Anthony Fucaloro ,Chemistry department,3.5,1.0,practical_sessions,positive
Anthony Fucaloro ,Chemistry department,3.5,1.0,subject_difficulty,positive
Anthony Fucaloro ,Chemistry department,5.0,3.0,explanation_clarity,positive
Anthony Fucaloro ,Chemistry department,5.0,3.0,doubt_solving,positive
Anthony Fucaloro ,Chemistry department,5.0,3.0,practical_sessions,positive
Anthony Fucaloro ,Chemistry department,4.5,3.0,explanation_clarity,negative
Anthony Fucaloro ,Chemistry department,4.5,3.0,practical_sessions,negative
Gaston Espinosa ,Religious Studies department,4.0,4.0,study_material,positive
Gaston Espinosa ,Religious Studies department,1.0,2.0,doubt_solving,negative
Gaston Espinosa ,Religious Studies department,1.0,2.0,subject_difficulty,negative
Gaston Espinosa ,Religious Studies department,4.0,3.0,study_material,positive
Gaston Espinosa ,Religious Studies department,4.0,3.0,faculty_availability,positive
Gaston Espinosa ,Religious Studies department,3.0,4.0,explanation_clarity,neutral
Gaston Espinosa ,Religious Studies department,3.0,4.0,doubt_solving,neutral
Gaston Espinosa ,Religious Studies department,3.0,4.0,faculty_availability,neutral
Gaston Espinosa ,Religious Studies department,4.0,4.0,doubt_solving,negative
Gaston Espinosa ,Religious Studies department,4.0,4.0,study_material,negative
Gaston Espinosa ,Religious Studies department,4.0,4.0,subject_difficulty,negative
Gaston Espinosa ,Religious Studies department,3.0,4.0,doubt_solving,negative
Gaston Espinosa ,Religious Studies department,3.0,4.0,faculty_availability,negative
Gaston Espinosa ,Religious Studies department,2.0,4.0,explanation_clarity,negative
Gaston Espinosa ,Religious Studies department,2.0,4.0,faculty_availability,negative
Gaston Espinosa ,Religious Studies department,2.0,4.0,subject_difficulty,negative
Gaston Espinosa ,Religious Studies department,5.0,3.0,study_material,neutral
Gaston Espinosa ,Religious Studies department,3.0,3.0,explanation_clarity,negative
Gaston Espinosa ,Religious Studies department,3.0,3.0,doubt_solving,negative
Gaston Espinosa ,Religious Studies department,3.0,3.0,study_material,negative
Gaston Espinosa ,Religious Studies department,3.0,3.0,practical_sessions,negative
Gaston Espinosa ,Religious Studies department,2.0,4.0,doubt_solving,negative
Gaston Espinosa ,Religious Studies department,2.0,4.0,faculty_availability,negative
Gaston Espinosa ,Religious Studies department,2.0,4.0,doubt_solving,negative
Gaston Espinosa ,Religious Studies department,2.0,4.0,study_material,negative
Gaston Espinosa ,Religious Studies department,4.0,4.0,doubt_solving,positive
Gaston Espinosa ,Religious Studies department,4.0,4.0,study_material,positive
Gaston Espinosa ,Religious Studies department,4.0,4.0,subject_difficulty,positive
Gaston Espinosa ,Religious Studies department,1.0,5.0,study_material,negative
Gaston Espinosa ,Religious Studies department,5.0,2.0,study_material,positive
Gaston Espinosa ,Religious Studies department,5.0,4.0,doubt_solving,positive
Gaston Espinosa ,Religious Studies department,5.0,4.0,study_material,positive
Gaston Espinosa ,Religious Studies department,5.0,4.0,doubt_solving,positive
Gaston Espinosa ,Religious Studies department,5.0,4.0,study_material,positive
Gaston Espinosa ,Religious Studies department,5.0,4.0,practical_sessions,positive
Gaston Espinosa ,Religious Studies department,5.0,4.0,faculty_availability,positive
Gaston Espinosa ,Religious Studies department,1.5,2.0,doubt_solving,neutral
Gaston Espinosa ,Religious Studies department,1.5,2.0,study_material,neutral
Gaston Espinosa ,Religious Studies department,1.5,2.0,faculty_availability,neutral
Gaston Espinosa ,Religious Studies department,5.0,3.0,doubt_solving,positive
Gaston Espinosa ,Religious Studies department,5.0,3.0,doubt_solving,positive
Gaston Espinosa ,Religious Studies department,5.0,3.0,study_material,positive
Gaston Espinosa ,Religious Studies department,5.0,3.0,faculty_availability,positive
Gaston Espinosa ,Religious Studies department,5.0,4.0,doubt_solving,positive
Gaston Espinosa ,Religious Studies department,5.0,4.0,study_material,positive
Gaston Espinosa ,Religious Studies department,2.5,5.0,doubt_solving,negative
Gaston Espinosa ,Religious Studies department,2.5,5.0,study_material,negative
Gaston Espinosa ,Religious Studies department,2.5,5.0,practical_sessions,negative
Gaston Espinosa ,Religious Studies department,2.5,5.0,faculty_availability,negative
Gaston Espinosa ,Religious Studies department,1.5,5.0,doubt_solving,negative
Gaston Espinosa ,Religious Studies department,5.0,5.0,subject_difficulty,positive
Gaston Espinosa ,Religious Studies department,2.5,4.0,doubt_solving,negative
Gaston Espinosa ,Religious Studies department,2.5,4.0,faculty_availability,negative
Gaston Espinosa ,Religious Studies department,2.5,4.0,subject_difficulty,negative
Catherine Reed ,Psychology department,5.0,2.0,explanation_clarity,positive
Catherine Reed ,Psychology department,5.0,2.0,practical_sessions,positive
Catherine Reed ,Psychology department,3.0,5.0,study_material,neutral
Catherine Reed ,Psychology department,3.0,5.0,practical_sessions,neutral
Catherine Reed ,Psychology department,3.0,3.0,explanation_clarity,positive
Catherine Reed ,Psychology department,3.0,3.0,doubt_solving,positive
Catherine Reed ,Psychology department,3.0,3.0,study_material,positive
Catherine Reed ,Psychology department,3.0,3.0,practical_sessions,positive
Catherine Reed ,Psychology department,3.0,3.0,faculty_availability,positive
Catherine Reed ,Psychology department,3.0,3.0,subject_difficulty,positive
Catherine Reed ,Psychology department,5.0,4.0,explanation_clarity,positive
Catherine Reed ,Psychology department,5.0,4.0,study_material,positive
Catherine Reed ,Psychology department,5.0,4.0,practical_sessions,positive
Catherine Reed ,Psychology department,3.0,4.0,explanation_clarity,positive
Catherine Reed ,Psychology department,3.0,4.0,study_material,positive
Catherine Reed ,Psychology department,4.0,3.0,explanation_clarity,positive
Catherine Reed ,Psychology department,4.0,3.0,doubt_solving,positive
Catherine Reed ,Psychology department,4.0,3.0,practical_sessions,positive
Catherine Reed ,Psychology department,4.0,3.0,subject_difficulty,positive
Catherine Reed ,Psychology department,4.0,3.0,explanation_clarity,positive
Catherine Reed ,Psychology department,4.0,3.0,study_material,positive
Catherine Reed ,Psychology department,4.0,3.0,doubt_solving,positive
Catherine Reed ,Psychology department,4.0,3.0,study_material,positive
Catherine Reed ,Psychology department,4.0,3.0,practical_sessions,positive
