comment_id,original_comment,aspect,rule_based_sentiment,correct_sentiment,aspect_correct
118,"Gary is one of the most thoughtful, kind, and measured people I have met, and despite the touchy subject that is Jerusalem, his goal was clear: to impart as complete and nuanced an understanding of the Holy City as possible. He's an OK lecturer, but nonetheless an extraordinary educator and discussion leader, and his grading is difficult but fair.",faculty_availability,positive,positive,yes
118,"Gary is one of the most thoughtful, kind, and measured people I have met, and despite the touchy subject that is Jerusalem, his goal was clear: to impart as complete and nuanced an understanding of the Holy City as possible. He's an OK lecturer, but nonetheless an extraordinary educator and discussion leader, and his grading is difficult but fair.",subject_difficulty,negative,negative,yes
119,"If you enjoy teacher's reading straight from their notes and you copying those notes yourself, take him. Also, on midterms you have to quote and identify authors and their works, very very hard.",study_material,positive,positive,yes
119,"If you enjoy teacher's reading straight from their notes and you copying those notes yourself, take him. Also, on midterms you have to quote and identify authors and their works, very very hard.",subject_difficulty,positive,positive,yes
120,"Took Religion, Politics, and Global Violence and he almost converted me to a Religious Studies major. I LOVED the class. With reaction papers, readings, and essays it's a ton of work but seminars are held in his house and you learn more than almost any other class. He's willing to help in any way possible, fun field trips and speakers!",study_material,positive,positive,yes
120,"Took Religion, Politics, and Global Violence and he almost converted me to a Religious Studies major. I LOVED the class. With reaction papers, readings, and essays it's a ton of work but seminars are held in his house and you learn more than almost any other class. He's willing to help in any way possible, fun field trips and speakers!",doubt_solving,positive,positive,yes
121,Interesting material if you're into the poli-sci thing.,study_material,positive,positive,yes
122,Easily the worst professor I've had at the 5Cs. Her tests are hard and she expects students to know a lot despite giving terrible lectures. Her grading criteria is unclear and she is not helpful in office hours. She generally is not a friendly professor. Do not take classes with her.,explanation_clarity,negative,negative,yes
122,Easily the worst professor I've had at the 5Cs. Her tests are hard and she expects students to know a lot despite giving terrible lectures. Her grading criteria is unclear and she is not helpful in office hours. She generally is not a friendly professor. Do not take classes with her.,doubt_solving,negative,negative,yes
122,Easily the worst professor I've had at the 5Cs. Her tests are hard and she expects students to know a lot despite giving terrible lectures. Her grading criteria is unclear and she is not helpful in office hours. She generally is not a friendly professor. Do not take classes with her.,practical_sessions,negative,negative,yes
122,Easily the worst professor I've had at the 5Cs. Her tests are hard and she expects students to know a lot despite giving terrible lectures. Her grading criteria is unclear and she is not helpful in office hours. She generally is not a friendly professor. Do not take classes with her.,faculty_availability,negative,negative,yes
122,Easily the worst professor I've had at the 5Cs. Her tests are hard and she expects students to know a lot despite giving terrible lectures. Her grading criteria is unclear and she is not helpful in office hours. She generally is not a friendly professor. Do not take classes with her.,subject_difficulty,negative,negative,yes
123,"Mark Huber is a great prof if you know all the material already. If you don't, DO NOT TAKE HIM. He's a great guy outside of class, but he's an awful professor. His class convinced me that I don't want to do a math major. I used to be good at math before I took his class. He made me hate it.",study_material,positive,negative,yes
124,Fernholz is the man! He keeps math simple (great for IR majors who need macro). He is super helpful in office hours with problem sets and before exams. Workload is totally manageable and realistic. Take Macro with this guy!,doubt_solving,positive,positive,yes
124,Fernholz is the man! He keeps math simple (great for IR majors who need macro). He is super helpful in office hours with problem sets and before exams. Workload is totally manageable and realistic. Take Macro with this guy!,practical_sessions,positive,positive,yes
124,Fernholz is the man! He keeps math simple (great for IR majors who need macro). He is super helpful in office hours with problem sets and before exams. Workload is totally manageable and realistic. Take Macro with this guy!,faculty_availability,positive,positive,yes
124,Fernholz is the man! He keeps math simple (great for IR majors who need macro). He is super helpful in office hours with problem sets and before exams. Workload is totally manageable and realistic. Take Macro with this guy!,subject_difficulty,positive,positive,yes
125,"Do not take. She is a very nice person but not a good teacher. All these reviews are saying her lectures are unclear but that's ok? A professor is supposed to give good lectures!! In Office hours she reads off the solution and cannot explain the material clearly. Tests are complete regurgitation + time pressure, odd for a Real Analysis course.",explanation_clarity,positive,negative,yes
125,"Do not take. She is a very nice person but not a good teacher. All these reviews are saying her lectures are unclear but that's ok? A professor is supposed to give good lectures!! In Office hours she reads off the solution and cannot explain the material clearly. Tests are complete regurgitation + time pressure, odd for a Real Analysis course.",doubt_solving,positive,negative,yes
125,"Do not take. She is a very nice person but not a good teacher. All these reviews are saying her lectures are unclear but that's ok? A professor is supposed to give good lectures!! In Office hours she reads off the solution and cannot explain the material clearly. Tests are complete regurgitation + time pressure, odd for a Real Analysis course.",study_material,positive,negative,yes
125,"Do not take. She is a very nice person but not a good teacher. All these reviews are saying her lectures are unclear but that's ok? A professor is supposed to give good lectures!! In Office hours she reads off the solution and cannot explain the material clearly. Tests are complete regurgitation + time pressure, odd for a Real Analysis course.",practical_sessions,positive,negative,yes
125,"Do not take. She is a very nice person but not a good teacher. All these reviews are saying her lectures are unclear but that's ok? A professor is supposed to give good lectures!! In Office hours she reads off the solution and cannot explain the material clearly. Tests are complete regurgitation + time pressure, odd for a Real Analysis course.",faculty_availability,positive,negative,yes
126,"Love Prof. Martinezvery clear speaker and cares about her students, super helpful outside of class.",explanation_clarity,positive,positive,yes
126,"Love Prof. Martinezvery clear speaker and cares about her students, super helpful outside of class.",doubt_solving,positive,positive,yes
127,"The Psychology of Morality is lecture and discussion based, and Valdesolo is a fun and engaging lecturer. However, writing essays will take over your life, and if you ""miss the mark"" then he may grade you very poorly, and his criticisms of your writing is not always done in a respectful manner.",explanation_clarity,positive,positive,yes
128,"If you're looking to fulfill your Philosophy GE while improving your analytical writing skills this is the class. Prof Locke's levels system really pushes you to become a concise, analytical writer. If you listen take detailed note of his feedback between every attempt, you'll be fine.",doubt_solving,positive,positive,yes
128,"If you're looking to fulfill your Philosophy GE while improving your analytical writing skills this is the class. Prof Locke's levels system really pushes you to become a concise, analytical writer. If you listen take detailed note of his feedback between every attempt, you'll be fine.",study_material,positive,positive,yes
129,"At first, I was excited to go to class because the teacher seemed interesting. He might be a good orator but nothing he says helps clarify or exemplify the concepts unless you read the book beforehand. So, it is a hard class that requires a lot of studying, but he doesn't help reinforce it as well as he could. No practice besides doing the homework",doubt_solving,negative,negative,yes
129,"At first, I was excited to go to class because the teacher seemed interesting. He might be a good orator but nothing he says helps clarify or exemplify the concepts unless you read the book beforehand. So, it is a hard class that requires a lot of studying, but he doesn't help reinforce it as well as he could. No practice besides doing the homework",subject_difficulty,negative,negative,yes
129,"At first, I was excited to go to class because the teacher seemed interesting. He might be a good orator but nothing he says helps clarify or exemplify the concepts unless you read the book beforehand. So, it is a hard class that requires a lot of studying, but he doesn't help reinforce it as well as he could. No practice besides doing the homework",practical_sessions,negative,negative,yes
130,Reasons why I LOVE Warner: 1)Engaging discussions. 2)Makes the discussions interesting and funny by acting out the characters with their accents.3)he makes you a brilliant writer. 4)The class is all getting B's and above - not too bad. 5) His enthusiasm for literature is adorable. 6)Very helpfull. 7)His teaching is inspirational. seriously.,doubt_solving,positive,positive,yes
131,"Such a good prof. Her lectures are really clear and she presents topics in a very visual format which make them easy to understand. It is definitely a fast-paced class and the tests cover a lot of material, but she will walk you through every problem set in office hours and is really kind and helpful.",explanation_clarity,positive,positive,yes
131,"Such a good prof. Her lectures are really clear and she presents topics in a very visual format which make them easy to understand. It is definitely a fast-paced class and the tests cover a lot of material, but she will walk you through every problem set in office hours and is really kind and helpful.",teaching_pace,positive,positive,yes
131,"Such a good prof. Her lectures are really clear and she presents topics in a very visual format which make them easy to understand. It is definitely a fast-paced class and the tests cover a lot of material, but she will walk you through every problem set in office hours and is really kind and helpful.",study_material,positive,positive,yes
131,"Such a good prof. Her lectures are really clear and she presents topics in a very visual format which make them easy to understand. It is definitely a fast-paced class and the tests cover a lot of material, but she will walk you through every problem set in office hours and is really kind and helpful.",practical_sessions,positive,positive,yes
131,"Such a good prof. Her lectures are really clear and she presents topics in a very visual format which make them easy to understand. It is definitely a fast-paced class and the tests cover a lot of material, but she will walk you through every problem set in office hours and is really kind and helpful.",subject_difficulty,positive,positive,yes
131,"Such a good prof. Her lectures are really clear and she presents topics in a very visual format which make them easy to understand. It is definitely a fast-paced class and the tests cover a lot of material, but she will walk you through every problem set in office hours and is really kind and helpful.",doubt_solving,positive,positive,yes
131,"Such a good prof. Her lectures are really clear and she presents topics in a very visual format which make them easy to understand. It is definitely a fast-paced class and the tests cover a lot of material, but she will walk you through every problem set in office hours and is really kind and helpful.",faculty_availability,positive,positive,yes
132,"She is really cute and sweet, I liked her a lot.  She really wants you to suceed, but she doesnt curve and is fairly tough.",subject_difficulty,negative,negative,yes
133,"She's super passionate and explains everything well.  If someone is confused, she can easily come up with other explanations/analogies. Prof E-G is also one of the most adorable people ever.",explanation_clarity,positive,positive,yes
134,"I understand why Leland has gotten average ratings, as he is a very difficult grader and expects a lot from his students. However, as a Lit major, he has inspired me to be a better writer and look for art in everything I see; what more can you ask of a professor?",subject_difficulty,negative,negative,yes
135,Professor Bird is terrible. He barely explains anything and is not very approachable. He doesnt prepare you well for the midterm or final. DONT TAKE HIS CLASS.,explanation_clarity,negative,negative,yes
135,Professor Bird is terrible. He barely explains anything and is not very approachable. He doesnt prepare you well for the midterm or final. DONT TAKE HIS CLASS.,doubt_solving,negative,negative,yes
136,"Contrary to a few people on here, I thought Prof. Haskell's class was the best in D.C.  He's interesting, witty, and amazingly makes the budget process somewhat enjoyable to learn.  He's a tough grader, but it's objective and consistent.  The program is tough, and so is he.  You can do well if you put the effor in.",subject_difficulty,positive,positive,yes
137,really interesting class. all the lectures are engaging - i never found myself bored. he really knows his stuff but has reasonable expectations of his students.,explanation_clarity,positive,positive,yes
138,"I've taken two classes from this prof so far... 132 and 120... both have been awesome.  He's interesting, knowledgable, and approachable.  I highly recommend his classes.",doubt_solving,positive,positive,yes
139,"Great class, lot of movies.  The final and midterm are a breeze if you use the study guide.  There's some work involved, but not a huge time commitment.  Class is a lot of fun and fairly easy A.",subject_difficulty,positive,positive,yes
140,"good teacher, a little spacey, wants everyone to do well",teaching_pace,positive,positive,yes
141,"Prof. Lobis is incredibly knowledgeable in his field, and his discussion input and essay feedback reflect that. FWS010 (Shakespeare and Otherness) was difficult but a real gem if you enjoy reading and studying Shakespeare. He isn't necessarily a tough grader, but it is difficult to get in the A range for an essay.",doubt_solving,negative,neutral,yes
141,"Prof. Lobis is incredibly knowledgeable in his field, and his discussion input and essay feedback reflect that. FWS010 (Shakespeare and Otherness) was difficult but a real gem if you enjoy reading and studying Shakespeare. He isn't necessarily a tough grader, but it is difficult to get in the A range for an essay.",subject_difficulty,positive,positive,yes
142,"Bassam made me feel like our class is really a family. He's one of the funniest, kindest, and sweetest teachers I've ever had, though his class can be a little chaotic or confusing at times. Arabic is a really challenging language, but nobody loves the subject more than him. Be sure to take advantage of the tutoring hours outside of class.",explanation_clarity,positive,positive,yes
142,"Bassam made me feel like our class is really a family. He's one of the funniest, kindest, and sweetest teachers I've ever had, though his class can be a little chaotic or confusing at times. Arabic is a really challenging language, but nobody loves the subject more than him. Be sure to take advantage of the tutoring hours outside of class.",practical_sessions,positive,positive,yes
142,"Bassam made me feel like our class is really a family. He's one of the funniest, kindest, and sweetest teachers I've ever had, though his class can be a little chaotic or confusing at times. Arabic is a really challenging language, but nobody loves the subject more than him. Be sure to take advantage of the tutoring hours outside of class.",subject_difficulty,positive,positive,yes
143,"If you take the initiative to do the practice problems, understand the homework, study the lecture slides, and go to office hours, the tests aren't that hard and you will definitely succeed. Helpful in office hours without ever giving the answer. Not a terribly difficult class, but he is a very effective teacher and I learned a lot.",explanation_clarity,positive,positive,yes
143,"If you take the initiative to do the practice problems, understand the homework, study the lecture slides, and go to office hours, the tests aren't that hard and you will definitely succeed. Helpful in office hours without ever giving the answer. Not a terribly difficult class, but he is a very effective teacher and I learned a lot.",doubt_solving,positive,positive,yes
143,"If you take the initiative to do the practice problems, understand the homework, study the lecture slides, and go to office hours, the tests aren't that hard and you will definitely succeed. Helpful in office hours without ever giving the answer. Not a terribly difficult class, but he is a very effective teacher and I learned a lot.",study_material,positive,positive,yes
143,"If you take the initiative to do the practice problems, understand the homework, study the lecture slides, and go to office hours, the tests aren't that hard and you will definitely succeed. Helpful in office hours without ever giving the answer. Not a terribly difficult class, but he is a very effective teacher and I learned a lot.",practical_sessions,positive,positive,yes
143,"If you take the initiative to do the practice problems, understand the homework, study the lecture slides, and go to office hours, the tests aren't that hard and you will definitely succeed. Helpful in office hours without ever giving the answer. Not a terribly difficult class, but he is a very effective teacher and I learned a lot.",faculty_availability,positive,positive,yes
143,"If you take the initiative to do the practice problems, understand the homework, study the lecture slides, and go to office hours, the tests aren't that hard and you will definitely succeed. Helpful in office hours without ever giving the answer. Not a terribly difficult class, but he is a very effective teacher and I learned a lot.",subject_difficulty,positive,positive,yes
144,"steer clear, but if you can't, dont get on her bad side",explanation_clarity,positive,positive,yes
145,"Prof Kalb was the highlight of my semester, she's the best! She's extremely kind and you can tell she really cares for her students and the content she's teaching. Her class created the most amazing sense of community during the online semester and her readings always showed a unique perspective. Her essays can be tough but worth it!",study_material,positive,positive,yes
145,"Prof Kalb was the highlight of my semester, she's the best! She's extremely kind and you can tell she really cares for her students and the content she's teaching. Her class created the most amazing sense of community during the online semester and her readings always showed a unique perspective. Her essays can be tough but worth it!",subject_difficulty,positive,positive,yes
146,"Prof. Koch is the best professor I've had so far. Her lectures flow smoothly between students and teacher, and she strives to consider everyone's background/perspective on the material. There are no tests, and she's very clear with her rubric for the 2-3 pg papers. She assures us we only have to read the important bits of the readings. Love her!",explanation_clarity,positive,positive,yes
146,"Prof. Koch is the best professor I've had so far. Her lectures flow smoothly between students and teacher, and she strives to consider everyone's background/perspective on the material. There are no tests, and she's very clear with her rubric for the 2-3 pg papers. She assures us we only have to read the important bits of the readings. Love her!",study_material,positive,positive,yes
146,"Prof. Koch is the best professor I've had so far. Her lectures flow smoothly between students and teacher, and she strives to consider everyone's background/perspective on the material. There are no tests, and she's very clear with her rubric for the 2-3 pg papers. She assures us we only have to read the important bits of the readings. Love her!",practical_sessions,positive,positive,yes
147,Strict grader.  Did not give clear instructions on assignments and gave a penalty later.  Participation matters.  This prof was under the impression that there was some lack of motivation and gave me low grades.,explanation_clarity,negative,negative,yes
147,Strict grader.  Did not give clear instructions on assignments and gave a penalty later.  Participation matters.  This prof was under the impression that there was some lack of motivation and gave me low grades.,study_material,negative,negative,yes
147,Strict grader.  Did not give clear instructions on assignments and gave a penalty later.  Participation matters.  This prof was under the impression that there was some lack of motivation and gave me low grades.,practical_sessions,negative,negative,yes
148,The best class I have ever taken at CMC with the best professor I have ever taken. The class was engaging and Professor Selig was kind and really cares about her students. The material was incredibly interesting and I learned so much. I can't recommend this class enough!,study_material,positive,positive,yes
149,His enthusiasm rubs off on you and makes even a tedius course like calculus 31 intesting. Take all his classes. He teaches calculus also!,practical_sessions,positive,positive,yes
150,"Prof Wells really cared about his students and their understanding of the topic. Although the information was not always explicitly clear throughout the lectures, he would dedicate a lot of his time out of class to make sure his students understood. Hard class but you just have to put in the effort.",explanation_clarity,negative,negative,yes
150,"Prof Wells really cared about his students and their understanding of the topic. Although the information was not always explicitly clear throughout the lectures, he would dedicate a lot of his time out of class to make sure his students understood. Hard class but you just have to put in the effort.",subject_difficulty,negative,negative,yes
151,"Horribly unhelpful throughout lectures, lab, and just about everything else. He doesn't even seem to have a clear grasp of the material he teaches, so don't expect to learn much or get answers whenever you have a question. Tests were easy and straightforward, but it still doesn't help when he teaches you next to nothing and expects you to know it.",explanation_clarity,positive,negative,yes
151,"Horribly unhelpful throughout lectures, lab, and just about everything else. He doesn't even seem to have a clear grasp of the material he teaches, so don't expect to learn much or get answers whenever you have a question. Tests were easy and straightforward, but it still doesn't help when he teaches you next to nothing and expects you to know it.",doubt_solving,negative,negative,yes
151,"Horribly unhelpful throughout lectures, lab, and just about everything else. He doesn't even seem to have a clear grasp of the material he teaches, so don't expect to learn much or get answers whenever you have a question. Tests were easy and straightforward, but it still doesn't help when he teaches you next to nothing and expects you to know it.",study_material,positive,negative,yes
151,"Horribly unhelpful throughout lectures, lab, and just about everything else. He doesn't even seem to have a clear grasp of the material he teaches, so don't expect to learn much or get answers whenever you have a question. Tests were easy and straightforward, but it still doesn't help when he teaches you next to nothing and expects you to know it.",practical_sessions,positive,negative,yes
151,"Horribly unhelpful throughout lectures, lab, and just about everything else. He doesn't even seem to have a clear grasp of the material he teaches, so don't expect to learn much or get answers whenever you have a question. Tests were easy and straightforward, but it still doesn't help when he teaches you next to nothing and expects you to know it.",subject_difficulty,positive,negative,yes
152,Great professor. Not an easy A like might be expected. Study and you will succeed. I refused to take Math 30 with anyone else.,subject_difficulty,positive,positive,yes
153,"Super responsible, very helpful in and after class, charming.",doubt_solving,positive,positive,yes
154,If you can speak Italian and are a brilliant mathematician go take his upper division classes. Otherwise get ready to make spend a lot of quality time with your textbook so you can pass the tests. Mama mia!,study_material,positive,positive,yes
154,If you can speak Italian and are a brilliant mathematician go take his upper division classes. Otherwise get ready to make spend a lot of quality time with your textbook so you can pass the tests. Mama mia!,practical_sessions,positive,positive,yes
155,Don't blame the professor. The only problem in the class is many students do not realize that they are now in a college. They assume that all material in class is enough for exams. You need to do work by yourself. Professor Krumm prepares well for his classes and gives clear explanations.,explanation_clarity,positive,positive,yes
155,Don't blame the professor. The only problem in the class is many students do not realize that they are now in a college. They assume that all material in class is enough for exams. You need to do work by yourself. Professor Krumm prepares well for his classes and gives clear explanations.,study_material,positive,positive,yes
155,Don't blame the professor. The only problem in the class is many students do not realize that they are now in a college. They assume that all material in class is enough for exams. You need to do work by yourself. Professor Krumm prepares well for his classes and gives clear explanations.,practical_sessions,positive,positive,yes
156,"While she is helpful if you go to see her outside of class, she routinely fails to get through her lecture outline within the class time. Her questions on exams are very unclear and many students miss points because they don't understand what she is asking.",explanation_clarity,negative,negative,yes
156,"While she is helpful if you go to see her outside of class, she routinely fails to get through her lecture outline within the class time. Her questions on exams are very unclear and many students miss points because they don't understand what she is asking.",doubt_solving,negative,negative,yes
156,"While she is helpful if you go to see her outside of class, she routinely fails to get through her lecture outline within the class time. Her questions on exams are very unclear and many students miss points because they don't understand what she is asking.",practical_sessions,negative,negative,yes
157,"Easily one of the best professors at CMC. Great lectures, entertaining and knowledgeable! But it is not easy to get an A.",explanation_clarity,positive,positive,yes
157,"Easily one of the best professors at CMC. Great lectures, entertaining and knowledgeable! But it is not easy to get an A.",subject_difficulty,negative,negative,yes
158,Professor Costanzo is one of the best professors I have had at CMC. He truly brings the topic to life in hands-on demonstrations and real-life scenarios. Truly a skilled professor. He is always asking for feedback and truly takes it into account. Take one of his classes!,doubt_solving,positive,positive,yes
159,"She is the best econ professor I've had. Very clear, helpful, funny. Take her for any class you can.",explanation_clarity,positive,positive,yes
159,"She is the best econ professor I've had. Very clear, helpful, funny. Take her for any class you can.",doubt_solving,positive,positive,yes
160,Prof Nagel was so excited to teach Bio of Cancer and really brought this enthusiasm to the classroom. She is super sweet and funny and makes hard topics much more approachable. She's also very down to earth and a great lecturer!,explanation_clarity,positive,positive,yes
160,Prof Nagel was so excited to teach Bio of Cancer and really brought this enthusiasm to the classroom. She is super sweet and funny and makes hard topics much more approachable. She's also very down to earth and a great lecturer!,doubt_solving,positive,positive,yes
160,Prof Nagel was so excited to teach Bio of Cancer and really brought this enthusiasm to the classroom. She is super sweet and funny and makes hard topics much more approachable. She's also very down to earth and a great lecturer!,subject_difficulty,positive,positive,yes
161,Prof is amazing. You can tell he is so passionate about his class and the subject he teaches which is awesome! The class is not content heavy and the exams were take home which was great. He may be picky grader at times but overall his grading is easier than most professor. It is hard to get into his class because he is a gem. Makes tome for you.,practical_sessions,positive,positive,yes
161,Prof is amazing. You can tell he is so passionate about his class and the subject he teaches which is awesome! The class is not content heavy and the exams were take home which was great. He may be picky grader at times but overall his grading is easier than most professor. It is hard to get into his class because he is a gem. Makes tome for you.,subject_difficulty,positive,positive,yes
162,"Very nice guy and really knows his stuff. Such an interesting class! Quite a lot of reading and not very easy a grader, but Morrison is well worth taking.",study_material,positive,positive,yes
162,"Very nice guy and really knows his stuff. Such an interesting class! Quite a lot of reading and not very easy a grader, but Morrison is well worth taking.",subject_difficulty,positive,positive,yes
163,Hands down the worst professor I have had. He's extremely unclear in what he  expects from the class - making midterms and exams very hard to prepare for. Don't let his humorous persona fool you - get out while you can!,explanation_clarity,negative,negative,yes
163,Hands down the worst professor I have had. He's extremely unclear in what he  expects from the class - making midterms and exams very hard to prepare for. Don't let his humorous persona fool you - get out while you can!,practical_sessions,negative,negative,yes
163,Hands down the worst professor I have had. He's extremely unclear in what he  expects from the class - making midterms and exams very hard to prepare for. Don't let his humorous persona fool you - get out while you can!,subject_difficulty,negative,negative,yes
164,"FWS American Dreams with Prof Crockett was very manageable, though she did say that she was more lenient since it was an online class during Covid. We had 3 straightforward essays, a fun website project, and some easy homework assignments. Prof C is very caring and makes the class interesting, so I highly recommend her! Workload is not bad at all.",study_material,positive,positive,yes
164,"FWS American Dreams with Prof Crockett was very manageable, though she did say that she was more lenient since it was an online class during Covid. We had 3 straightforward essays, a fun website project, and some easy homework assignments. Prof C is very caring and makes the class interesting, so I highly recommend her! Workload is not bad at all.",practical_sessions,positive,positive,yes
164,"FWS American Dreams with Prof Crockett was very manageable, though she did say that she was more lenient since it was an online class during Covid. We had 3 straightforward essays, a fun website project, and some easy homework assignments. Prof C is very caring and makes the class interesting, so I highly recommend her! Workload is not bad at all.",subject_difficulty,positive,positive,yes
165,"The class wasn't very enlightening and it was confusing at times. However, the workload was reasonable and the tests pushed you to think, which was good. While Yoon wasn't the best at explaining things, he was really nice and helpful.",explanation_clarity,positive,neutral,yes
165,"The class wasn't very enlightening and it was confusing at times. However, the workload was reasonable and the tests pushed you to think, which was good. While Yoon wasn't the best at explaining things, he was really nice and helpful.",doubt_solving,positive,neutral,yes
165,"The class wasn't very enlightening and it was confusing at times. However, the workload was reasonable and the tests pushed you to think, which was good. While Yoon wasn't the best at explaining things, he was really nice and helpful.",practical_sessions,positive,neutral,yes
165,"The class wasn't very enlightening and it was confusing at times. However, the workload was reasonable and the tests pushed you to think, which was good. While Yoon wasn't the best at explaining things, he was really nice and helpful.",subject_difficulty,positive,neutral,yes
166,She is awesome! Take a class with her because it's fun and you learn a lot of Spanish. She is a cool person in and out of the classroom also plus the workload is pretty light!,subject_difficulty,positive,positive,yes
167,"I don't know what your other options are, but I do not recommend this professor.  Like others have said, he's a good speaker, but literally nothing he says makes sense.  Really bad at explaining the material and answering questions.  I learned from the book.  His tests are full of errors and poorly written.  You'll survive, but it will be painful.",explanation_clarity,negative,negative,yes
167,"I don't know what your other options are, but I do not recommend this professor.  Like others have said, he's a good speaker, but literally nothing he says makes sense.  Really bad at explaining the material and answering questions.  I learned from the book.  His tests are full of errors and poorly written.  You'll survive, but it will be painful.",doubt_solving,negative,negative,yes
167,"I don't know what your other options are, but I do not recommend this professor.  Like others have said, he's a good speaker, but literally nothing he says makes sense.  Really bad at explaining the material and answering questions.  I learned from the book.  His tests are full of errors and poorly written.  You'll survive, but it will be painful.",study_material,negative,negative,yes
167,"I don't know what your other options are, but I do not recommend this professor.  Like others have said, he's a good speaker, but literally nothing he says makes sense.  Really bad at explaining the material and answering questions.  I learned from the book.  His tests are full of errors and poorly written.  You'll survive, but it will be painful.",practical_sessions,negative,negative,yes
168,"Professor Bjornlie's class appears difficult at first, however, his Hist054 Class, Bread and Circuses, was an excellent choice for my history prereq. The class syllabus includes a lot of reading however it is not necessary to complete the majority of it in its entirety. I highly recommend that you take in-depth notes on your computer for this class",subject_difficulty,negative,negative,yes
168,"Professor Bjornlie's class appears difficult at first, however, his Hist054 Class, Bread and Circuses, was an excellent choice for my history prereq. The class syllabus includes a lot of reading however it is not necessary to complete the majority of it in its entirety. I highly recommend that you take in-depth notes on your computer for this class",study_material,positive,positive,yes
168,"Professor Bjornlie's class appears difficult at first, however, his Hist054 Class, Bread and Circuses, was an excellent choice for my history prereq. The class syllabus includes a lot of reading however it is not necessary to complete the majority of it in its entirety. I highly recommend that you take in-depth notes on your computer for this class",practical_sessions,positive,positive,yes
169,"Don't take his classes.  He gets stuck on a few arguments and doesn't even really cover them that well.  Also an insane grader.  He says no page limit, but really he wants 20 or more double spaced.  You won't benefit and most likely it'll hurt your GPA.",teaching_pace,negative,negative,yes
170,"Professor Warner is a captivating lecturer, very clear about the class and requirements, and really  makes it hard NOT to see him outside of class to help with your writing. He is indeed a tough grader but it's reasonably fair since he is upfront about raising the bar.",explanation_clarity,positive,positive,yes
170,"Professor Warner is a captivating lecturer, very clear about the class and requirements, and really  makes it hard NOT to see him outside of class to help with your writing. He is indeed a tough grader but it's reasonably fair since he is upfront about raising the bar.",doubt_solving,positive,positive,yes
170,"Professor Warner is a captivating lecturer, very clear about the class and requirements, and really  makes it hard NOT to see him outside of class to help with your writing. He is indeed a tough grader but it's reasonably fair since he is upfront about raising the bar.",subject_difficulty,positive,positive,yes
171,"He gives daily class quizzes so you can't really skip a class.  He's really approachable and loves when people ask questions. He is open for  extra scheduled office hours which is helpful if your schedule does not permit you to attend his set hours. Super nice. Tests are general, definitely study as you learn type of class.",doubt_solving,positive,positive,yes
171,"He gives daily class quizzes so you can't really skip a class.  He's really approachable and loves when people ask questions. He is open for  extra scheduled office hours which is helpful if your schedule does not permit you to attend his set hours. Super nice. Tests are general, definitely study as you learn type of class.",practical_sessions,positive,positive,yes
171,"He gives daily class quizzes so you can't really skip a class.  He's really approachable and loves when people ask questions. He is open for  extra scheduled office hours which is helpful if your schedule does not permit you to attend his set hours. Super nice. Tests are general, definitely study as you learn type of class.",faculty_availability,positive,positive,yes
172,The readings are too much and he's a very tough grader. Office hour is helpful tho,doubt_solving,positive,neutral,yes
172,The readings are too much and he's a very tough grader. Office hour is helpful tho,study_material,positive,neutral,yes
172,The readings are too much and he's a very tough grader. Office hour is helpful tho,faculty_availability,positive,neutral,yes
172,The readings are too much and he's a very tough grader. Office hour is helpful tho,subject_difficulty,positive,neutral,yes
173,"Fernholz was a very solid teacher. We had a short quiz every week and the class was mainly lecture/PowerPoint-based. There was a good amount of homework every week as we had to watch multiple videos and take notes which were very time-consuming. Fernholz makes you work for the grade. It is not easy, but he is very helpful and a good prof overall.",explanation_clarity,positive,positive,yes
173,"Fernholz was a very solid teacher. We had a short quiz every week and the class was mainly lecture/PowerPoint-based. There was a good amount of homework every week as we had to watch multiple videos and take notes which were very time-consuming. Fernholz makes you work for the grade. It is not easy, but he is very helpful and a good prof overall.",study_material,positive,positive,yes
173,"Fernholz was a very solid teacher. We had a short quiz every week and the class was mainly lecture/PowerPoint-based. There was a good amount of homework every week as we had to watch multiple videos and take notes which were very time-consuming. Fernholz makes you work for the grade. It is not easy, but he is very helpful and a good prof overall.",practical_sessions,positive,positive,yes
173,"Fernholz was a very solid teacher. We had a short quiz every week and the class was mainly lecture/PowerPoint-based. There was a good amount of homework every week as we had to watch multiple videos and take notes which were very time-consuming. Fernholz makes you work for the grade. It is not easy, but he is very helpful and a good prof overall.",subject_difficulty,positive,positive,yes
173,"Fernholz was a very solid teacher. We had a short quiz every week and the class was mainly lecture/PowerPoint-based. There was a good amount of homework every week as we had to watch multiple videos and take notes which were very time-consuming. Fernholz makes you work for the grade. It is not easy, but he is very helpful and a good prof overall.",doubt_solving,positive,positive,yes
174,"I think people don't like it because it's not an easy class. But if you put in the effort, you will learn a lot. She also curves the final grades! She uses video clips, to make class entertaining, and posts slides.",subject_difficulty,negative,negative,yes
174,"I think people don't like it because it's not an easy class. But if you put in the effort, you will learn a lot. She also curves the final grades! She uses video clips, to make class entertaining, and posts slides.",study_material,positive,positive,yes
175,"This prof is kind and has good intentions. The homework load is pretty manageable aside from the occasional long textbook readings. Class time was stressful because of how much info he would try to cram in, and it felt rushed. Lab was easy and never took long. I learned a lot.",teaching_pace,positive,positive,yes
