professor,department,Quality,Difficulty,Comment,comment_length,cleaned_comment,aspects,aspect_count,aspect_sentiments
Anthony Fucaloro ,Chemistry department,5.0,3.0,"All in all, a great teacher!",6,all in all a great teacher,[],0,{}
Anthony Fucaloro ,Chemistry department,5.0,3.0,Genuinely intelligent and helpful.  All lectures are very clear and the tests are fair.  Has a fun sense of humor too.,21,genuinely intelligent and helpful all lecture be very clear and the test be fair have a fun sense of humor too,"['explanation_clarity', 'doubt_solving', 'practical_sessions']",3,"{'explanation_clarity': ('positive', 0.9371), 'doubt_solving': ('positive', 0.9371), 'practical_sessions': ('positive', 0.9371)}"
Anthony Fucaloro ,Chemistry department,4.5,3.0,These catagories don't fully express the wonder and delight of his class periods.  He is basically a master of the subject.  He lectures on everything he tests on.,28,these catagorie do not fully express the wonder and delight of his class period he be basically a master of the subject he lecture on everything he test on,"['explanation_clarity', 'practical_sessions']",2,"{'explanation_clarity': ('positive', 0.5994), 'practical_sessions': ('positive', 0.5994)}"
Gaston Espinosa ,Religious Studies department,4.0,4.0,"I would really recommend taking a course with Prof. Espinosa if you are very interested in the course content - there's a lot of reading and writing. But, he is extremely knowledgable and a super interesting guy, so if you are willing to put in the work, you should not encounter any problems. He does take a while with grading, which can be rough.",64,I would really recommend take a course with prof espinosa if you be very interested in the course content there s a lot of reading and writing but he be extremely knowledgable and a super interesting guy so if you be willing to put in the work you should not encounter any problem he do take a while with grading which can be rough,['study_material'],1,"{'study_material': ('positive', 0.699)}"
Gaston Espinosa ,Religious Studies department,1.0,2.0,"Not a hard class, but all of the work is terrible. Each essay is dictated sentence by sentence what you need to write and it's just a cookie cutter response to a lot of really shallow, mostly plot based questions that oftentimes don't even feel relevant to the movies. It just takes a long time and is rote work. Online class was also a trainwreck.",65,not a hard class but all of the work be terrible each essay be dictate sentence by sentence what you need to write and its just a cookie cutter response to a lot of really shallow mostly plot base question that oftentime do not even feel relevant to the movie it just take a long time and be rote work online class be also a trainwreck,"['doubt_solving', 'subject_difficulty']",2,"{'subject_difficulty': ('positive', 0.0762), 'doubt_solving': ('negative', -0.3612)}"
Gaston Espinosa ,Religious Studies department,4.0,3.0,"Professor Espinosa is truly passionate about studying religion, which makes for interesting class discussions. The readings can be lengthy, but they are usually very interesting. Every other week you have to write a one-page summary/analysis of a particular reading. He is accessible outside of class, very caring, and tends to talk a lot.",53,professor espinosa be truly passionate about study religion which make for interesting class discussion the reading can be lengthy but they be usually very interesting every other week you have to write a onepage summaryanalysis of a particular reading he be accessible outside of class very caring and tend to talk a lot,"['study_material', 'faculty_availability']",2,"{'study_material': ('positive', 0.8402), 'faculty_availability': ('positive', 0.7569)}"
Gaston Espinosa ,Religious Studies department,3.0,4.0,"He's kinda out there -- goes on lots of tangents, repeats himself a lot, a bit disorganized -- but is clearly very passionate about the subject and keeps things interesting for the most part. Approachable and accessible outside of class. Participation is definitely required",44,he s kinda out there go on lot of tangent repeat himself a lot a bit disorganized but be clearly very passionate about the subject and keep thing interesting for the most part approachable and accessible outside of class participation be definitely require,"['explanation_clarity', 'doubt_solving', 'faculty_availability']",3,"{'explanation_clarity': ('positive', 0.8955), 'doubt_solving': ('positive', 0.8955), 'faculty_availability': ('positive', 0.8955)}"
Gaston Espinosa ,Religious Studies department,4.0,4.0,"Prof Espinosa is great, but he LOVES to talk (about himself). Ask him 1 question and his response will be an hour long (I timed this). He also expects A LOT from his students. The amount of reading and writing u have to do is almost inhumane. That being said, he also cares a lot, and his classes r very interesting and fun if u r willing 2 work hard",70,prof espinosa be great but he love to talk about himself ask he question and his response will be an hour long I time this he also expect a lot from his student the amount of reading and write u have to do be almost inhumane that be say he also care a lot and his class r very interesting and fun if u r willing work hard,"['doubt_solving', 'study_material', 'subject_difficulty']",3,"{'doubt_solving': ('positive', 0.9268), 'study_material': ('positive', 0.9268), 'subject_difficulty': ('positive', 0.9268)}"
Gaston Espinosa ,Religious Studies department,3.0,4.0,"Prof Espinosa has high expectations from his students. Do not recommend taking him for a GE because it's a crapton of work. Class was 6-10 pm on Thursdays sometimes running over because he cannot keep time properly. He is disorganized and does not give back papers in a timely manner. That being said, his class is one of the more interesting ones.",62,prof espinosa have high expectation from his student do not recommend take he for a ge because its a crapton of work class be pm on thursday sometimes run over because he can not keep time properly he be disorganize and do not give back paper in a timely manner that be say his class be one of the more interesting one,[],0,{}
Gaston Espinosa ,Religious Studies department,3.0,4.0,"Professor Espinosa is a prof you take for a class you are truly passionate about. Taken as a GE, it can be a crapton of work and unless you go to his office hours you never seem to know what he wants out of a paper. His Religion & Film class was cool as it encompassed film techniques too but was 4 hours long on Thursday nights! Get ready to write",71,professor espinosa be a prof you take for a class you be truly passionate about take as a ge it can be a crapton of work and unless you go to his office hour you never seem to know what he want out of a paper his religion film class be cool as it encompass film technique too but be hour long on thursday night get ready to write,"['doubt_solving', 'faculty_availability']",2,"{'doubt_solving': ('positive', 0.836), 'faculty_availability': ('positive', 0.836)}"
Gaston Espinosa ,Religious Studies department,2.0,4.0,"Professor Espinosa's class was easy enough but extremely boring. He talks a lot, it was all lecture and I would not recommend it. There are also papers due every two weeks that just felt like busy work.",37,professor espinosas class be easy enough but extremely boring he talk a lot it be all lecture and I would not recommend it there be also paper due every two week that just feel like busy work,"['explanation_clarity', 'faculty_availability', 'subject_difficulty']",3,"{'subject_difficulty': ('positive', 0.4404), 'explanation_clarity': ('negative', -0.2966), 'faculty_availability': ('negative', -0.2966)}"
Gaston Espinosa ,Religious Studies department,5.0,3.0,"Very great person (empathetic and willing to compromise). One of the most caring professors I have. As for class, it can get boring since you just discuss what you read but usually he is the one who does all the talking. Many readings assigned although many are interesting. Only write a paper every other week. Try not take advantage of his kindnes",62,very great person empathetic and willing to compromise one of the most caring professor I have as for class it can get boring since you just discuss what you read but usually he be the one who do all the talk many reading assign although many be interesting only write a paper every other week try not take advantage of his kindne,['study_material'],1,"{'study_material': ('neutral', 0.0)}"
Gaston Espinosa ,Religious Studies department,5.0,4.0,"Professor Espinosa's RPGV class was by far the best class I've taken at the 5C's. It's a ton of work, but the content and books assigned are absolutely fascinating. It actually made me almost become a Religious Studies major. Sadly, he's on sabbatical this year, but I can't wait for him to come back so I can take more of his courses!",62,professor espinosas rpgv class be by far the good class I ve take at the cs its a ton of work but the content and book assign be absolutely fascinating it actually make I almost become a religious study major sadly he s on sabbatical this year but I can not wait for he to come back so I can take more of his course,[],0,{}
Gaston Espinosa ,Religious Studies department,3.0,3.0,"Expect tons (200+ pages a week) of reading, very unclear grading, and inspirational-ish tangents. Content-based reading questions due every other week, threatens pop quizzes but never gives them. Asks you to buy tons of books, but you don't read all of them (especially if you only read every other week and fake it the off weeks)",56,expect ton page a week of read very unclear grading and inspirationalish tangent contentbase reading question due every other week threaten pop quiz but never give they ask you to buy ton of book but you do not read all of they especially if you only read every other week and fake it the off week,"['explanation_clarity', 'doubt_solving', 'study_material', 'practical_sessions']",4,"{'explanation_clarity': ('negative', -0.5984), 'doubt_solving': ('negative', -0.5984), 'study_material': ('negative', -0.5984), 'practical_sessions': ('negative', -0.5984)}"
Gaston Espinosa ,Religious Studies department,2.0,4.0,"Professor Espinosa is obviously intelligent but it he doesn't take the time to prep for his classes. We go over the same things- he shows the same videos, we have a poorly set up debate every class and we go over same questions. 300+ pages of reading weekly, bi-weekly 2 pg. papers (get same grade every time- 88). Flakes on office hours.",62,professor espinosa be obviously intelligent but it he do not take the time to prep for his class we go over the same thing he show the same video we have a poorly set up debate every class and we go over same question page of read weekly biweekly pg paper get same grade every time flake on office hour,"['doubt_solving', 'faculty_availability']",2,"{'doubt_solving': ('neutral', 0.0), 'faculty_availability': ('neutral', 0.0)}"
Gaston Espinosa ,Religious Studies department,2.0,4.0,"Great readings - do them on your own. Awful teacher. Pointless essays answering 10 to 20 specific, content-oriented, non-analytical questions on the reading. Class spent answering questions that you JUST did for your essay. Changingambivalent final paper expectations. Pretentious professor. No true academic dialogue - you're expected to conform. ",49,great reading do they on your own awful teacher pointless essay answer to specific contentoriente nonanalytical question on the reading class spend answer question that you just do for your essay changingambivalent final paper expectation pretentious professor no true academic dialogue you re expect to conform,"['doubt_solving', 'study_material']",2,"{'doubt_solving': ('negative', -0.0598), 'study_material': ('negative', -0.0598)}"
Gaston Espinosa ,Religious Studies department,4.0,4.0,"Prof. Espinosa is very knowledgable and sophisticated. He assignes more readings and papers than average, but he also gives very detailed feedbacks. He corrects all the papers very thoroughly and I feel like I come out of this class a better writer. He is a tough grader, rarely gives out A or A-, mostly B+.",55,prof espinosa be very knowledgable and sophisticated he assign more reading and paper than average but he also give very detailed feedback he correct all the paper very thoroughly and I feel like I come out of this class a well writer he be a tough grader rarely give out a or a mostly b,"['doubt_solving', 'study_material', 'subject_difficulty']",3,"{'study_material': ('positive', 0.5945), 'doubt_solving': ('positive', 0.4767), 'subject_difficulty': ('positive', 0.4767)}"
Gaston Espinosa ,Religious Studies department,1.0,5.0,"He is the worst teacher ever. He only accepts his own opinion and allows for no discussion in class he doesn't agree with.  He assigns 50 page readings and requires you to print out all of them, better stock up on ink and paper! All his class focuses on is Calvinism because he likes it. If you have him for FHs switch out. ",63,he be the bad teacher ever he only accept his own opinion and allow for no discussion in class he do not agree with he assign page reading and require you to print out all of they well stock up on ink and paper all his class focus on be calvinism because he like it if you have he for fhs switch out,['study_material'],1,"{'study_material': ('positive', 0.0747)}"
Gaston Espinosa ,Religious Studies department,5.0,2.0,"I can't stop taking his classes. Readings are engaging, relevant, and the subject matter is controversial as ever, what an exciting course! RPV is the best class I took in college and opened my eyes in ways never thought imaginable. Very committed to building his dept and making sure his students come away having learned more. Take his class!!",59,I can not stop take his class reading be engage relevant and the subject matter be controversial as ever what an exciting course rpv be the good class I take in college and open my eye in way never think imaginable very committed to build his dept and make sure his student come away having learn more take his class,['study_material'],1,"{'study_material': ('positive', 0.9078)}"
Gaston Espinosa ,Religious Studies department,5.0,4.0,"Took Religion, Politics, and Global Violence and he almost converted me to a Religious Studies major. I LOVED the class. With reaction papers, readings, and essays it's a ton of work but seminars are held in his house and you learn more than almost any other class. He's willing to help in any way possible, fun field trips and speakers!",60,take religion politic and global violence and he almost convert I to a religious study major I love the class with reaction paper reading and essay its a ton of work but seminar be hold in his house and you learn more than almost any other class he s willing to help in any way possible fun field trip and speaker,"['doubt_solving', 'study_material']",2,"{'study_material': ('positive', 0.0972), 'doubt_solving': ('positive', 0.7184)}"
Gaston Espinosa ,Religious Studies department,5.0,4.0,"Religion, Politics, and Global Violence was hands down my favorite class of my senior year. Prof. Espinosa did an amazing job of selecting the readings, I found them very interesting and valuable to my understanding of the topic. He was always available outside of class and very helpful on papers and other projects. I definitely recommend the class",58,religion politic and global violence be hand down my favorite class of my senior year prof espinosa do an amazing job of select the reading I find they very interesting and valuable to my understanding of the topic he be always available outside of class and very helpful on paper and other project I definitely recommend the class,"['doubt_solving', 'study_material', 'practical_sessions', 'faculty_availability']",4,"{'doubt_solving': ('positive', 0.9615), 'study_material': ('positive', 0.9615), 'practical_sessions': ('positive', 0.9615), 'faculty_availability': ('positive', 0.9615)}"
Gaston Espinosa ,Religious Studies department,4.5,5.0,"Profesor Espinosa is an incredibly dedicated professor both to his students as well as to his work in academia. Although work load is heavy, it is necessary to really dig into the subject matter to leave class with an understanding of the topics we address. Professors like Espinosa are the perks of going to a small college like CMC.",59,profesor espinosa be an incredibly dedicated professor both to his student as well as to his work in academia although work load be heavy it be necessary to really dig into the subject matter to leave class with an understanding of the topic we address professor like espinosa be the perk of go to a small college like cmc,[],0,{}
Gaston Espinosa ,Religious Studies department,1.5,2.0,"I took his Race: A History class and I love the topic and some readings, but discussions were literally regurgitating what the author said in the reading, which was extremely frustrating. but he is a smart & thoughtful guy when you talk to him during office hours. great personality, but i disagree wit his teaching methods. (talks too much too)",60,I take his race a history class and I love the topic and some reading but discussion be literally regurgitate what the author say in the reading which be extremely frustrating but he be a smart thoughtful guy when you talk to he during office hour great personality but I disagree wit his teaching method talk too much too,"['doubt_solving', 'study_material', 'faculty_availability']",3,"{'study_material': ('positive', 0.6369), 'doubt_solving': ('positive', 0.8555), 'faculty_availability': ('positive', 0.8555)}"
Gaston Espinosa ,Religious Studies department,5.0,3.0,"The religion and film class is so fun! I mean we analyzed star wars, lord of the rings, the matrix and indiana jones from a religious perspective! He is SO interesting and helpful - if you give him a rough draft of every essay you write, he will edit it for you and if you follow his exact edited instructions, that paper is a guaranteed A.",66,the religion and film class be so fun I mean we analyze star war lord of the ring the matrix and indiana jones from a religious perspective he be so interesting and helpful if you give he a rough draft of every essay you write he will edit it for you and if you follow his exact edit instruction that paper be a guarantee a,['doubt_solving'],1,"{'doubt_solving': ('positive', 0.8358)}"
Gaston Espinosa ,Religious Studies department,5.0,3.0,"Religion, Politics and Global Violence: I LOVE prof espinosa and his teaching style. He really knows his stuff, is so enthusiastic about it, and is SO helpful outside of class. He has a sign up sheet for individual office hours and meals every week! I'm normally a slacker when it comes to work, but even with the heavy reading and lots of writing fo",64,religion politic and global violence I love prof espinosa and his teaching style he really know his stuff be so enthusiastic about it and be so helpful outside of class he have a sign up sheet for individual office hour and meal every week I m normally a slacker when it come to work but even with the heavy reading and lot of write fo,"['doubt_solving', 'study_material', 'faculty_availability']",3,"{'doubt_solving': ('positive', 0.8331), 'faculty_availability': ('positive', 0.8331), 'study_material': ('neutral', 0.0)}"
Gaston Espinosa ,Religious Studies department,3.0,4.0,"He is the kind of professor you either love or hate. He is a really nice guy and means well, however his class and teaching methods drove me crazy.",29,he be the kind of professor you either love or hate he be a really nice guy and mean well however his class and teaching method drive I crazy,[],0,{}
Gaston Espinosa ,Religious Studies department,5.0,4.0,"One of my all-time favorite professors, he is encouraging to every student with whom I have EVER seen him interact.  Will work with students tirelessly to help learning, this professor is an excellent resource and a true teacher.  He's great at converting students to RS majors and is concentrating on building up this program at the colleges.",57,one of my alltime favorite professor he be encouraging to every student with whom I have ever see he interact will work with student tirelessly to help learn this professor be an excellent resource and a true teacher he s great at convert student to rs major and be concentrate on build up this program at the college,"['doubt_solving', 'study_material']",2,"{'doubt_solving': ('positive', 0.9623), 'study_material': ('positive', 0.9623)}"
Gaston Espinosa ,Religious Studies department,5.0,4.0,I want to express my gratitude for the course on the History of World Christianity. I continue to be shocked by just how much I remember and how what I've learned continues to inform my life. This was one of the best courses I took in college.,47,I want to express my gratitude for the course on the history of world christianity I continue to be shock by just how much I remember and how what I ve learn continue to inform my life this be one of the good course I take in college,[],0,{}
Gaston Espinosa ,Religious Studies department,2.5,5.0,"Do not take his class! Absurd amounts of work and readings.  Tests are impossible. Early Saturday morning field trips.  Doesn't care about his students, completely unhelpful. ARROGANT!! Brags about himself and what he's done at every available opportunity. Any redeeming quality is offset by his smug attitude and the magnitude of work required.",53,do not take his class absurd amount of work and reading test be impossible early saturday morning field trip do not care about his student completely unhelpful arrogant brag about himself and what he s do at every available opportunity any redeem quality be offset by his smug attitude and the magnitude of work require,"['doubt_solving', 'study_material', 'practical_sessions', 'faculty_availability']",4,"{'doubt_solving': ('negative', -0.3625), 'study_material': ('negative', -0.3625), 'practical_sessions': ('negative', -0.3625), 'faculty_availability': ('negative', -0.3625)}"
Gaston Espinosa ,Religious Studies department,1.5,5.0,The worst Prof I have ever taken. Gives way to much work that does not seem to help in learning. Required (no make ups!) three field trips on sundays at 8am! Does not listen to any student comments and does not return any work submitted. I have yet to get back a paper I turned in in September. DO NOT take any class by him.,65,the bad prof I have ever take give way to much work that do not seem to help in learn require no make up three field trip on sunday at am do not listen to any student comment and do not return any work submit I have yet to get back a paper I turn in in september do not take any class by he,['doubt_solving'],1,"{'doubt_solving': ('negative', -0.7881)}"
Gaston Espinosa ,Religious Studies department,5.0,5.0,"This man is the hardest and best professor I've had so far.  He will make you work more than you've ever worked before, but he makes it worth your while and fascinating. As long as you're not scared of shouldering a burden and getting the most of your college education, take a class with him, it's worth it.",58,this man be the hard and good professor I ve have so far he will make you work more than you ve ever work before but he make it worth your while and fascinating as long as you re not scared of shoulder a burden and get the most of your college education take a class with he its worth it,['subject_difficulty'],1,"{'subject_difficulty': ('positive', 0.3612)}"
Gaston Espinosa ,Religious Studies department,2.5,4.0,He may have killed my interest in religion and politics. He gives a lot of hard busy work that is extremely unhelpful toward increasing our understanding. He doesn't listen to student comments--instead he seems to be always waiting for a chance to show off or say something good about himself.,50,he may have kill my interest in religion and politic he give a lot of hard busy work that be extremely unhelpful toward increase our understanding he do not listen to student commentsinstead he seem to be always wait for a chance to show off or say something good about himself,"['doubt_solving', 'faculty_availability', 'subject_difficulty']",3,"{'doubt_solving': ('positive', 0.5209), 'faculty_availability': ('positive', 0.5209), 'subject_difficulty': ('positive', 0.5209)}"
Gaston Espinosa ,Religious Studies department,2.0,1.0,"one of the worst classes I've had. A smug, arrogant person with little concern for students.",16,one of the bad class I ve have a smug arrogant person with little concern for student,[],0,{}
Catherine Reed ,Psychology department,5.0,2.0,Professor Reed was amazing. Class had a lot of lectures but the discussions were relaxed and fun. A couple reports and some quizzes here and there.,26,professor reed be amazing class have a lot of lecture but the discussion be relaxed and fun a couple report and some quiz here and there,"['explanation_clarity', 'practical_sessions']",2,"{'explanation_clarity': ('positive', 0.5859), 'practical_sessions': ('positive', 0.7579)}"
Catherine Reed ,Psychology department,3.0,5.0,Reed assigned a lot of readings and worksheets. Tests were okay but too lengthy. Overall a very caring professor. She also gave out a lot of tips about college and life in general.,33,reed assign a lot of reading and worksheet test be okay but too lengthy overall a very caring professor she also give out a lot of tip about college and life in general,"['study_material', 'practical_sessions']",2,"{'study_material': ('positive', 0.2263), 'practical_sessions': ('positive', 0.2263)}"
Catherine Reed ,Psychology department,3.0,3.0,"Prof. Reed cares a lot about her students and is very passionate about the material. The lectures are pretty boring but as long as you put in the work, you will do well. This class is a lot of memorization and a lot of homework that isn't necessarily difficult but just takes a long time. She is very accessible out of class and helpful.",64,prof reed care a lot about her student and be very passionate about the material the lecture be pretty boring but as long as you put in the work you will do well this class be a lot of memorization and a lot of homework that be not necessarily difficult but just take a long time she be very accessible out of class and helpful,"['explanation_clarity', 'doubt_solving', 'study_material', 'practical_sessions', 'faculty_availability', 'subject_difficulty']",6,"{'explanation_clarity': ('positive', 0.8313), 'study_material': ('positive', 0.8313), 'practical_sessions': ('positive', 0.4956), 'subject_difficulty': ('positive', 0.4956), 'doubt_solving': ('positive', 0.4215), 'faculty_availability': ('positive', 0.4215)}"
Catherine Reed ,Psychology department,5.0,4.0,The class is really lecture heavy but she makes the material really engaging (ipsi & contra dance). She is really accommodating over zoom with the test window over multiple days. The class is mostly just reading through research articles and 3 exams.,42,the class be really lecture heavy but she make the material really engage ipsi contra dance she be really accommodate over zoom with the test window over multiple day the class be mostly just read through research article and exam,"['explanation_clarity', 'study_material', 'practical_sessions']",3,"{'explanation_clarity': ('neutral', 0.0), 'study_material': ('positive', 0.4005), 'practical_sessions': ('positive', 0.4005)}"
Catherine Reed ,Psychology department,3.0,4.0,Good class. Prof. Reed's lectures can be boring but she is very enthusiastic about the material. Take it if you are genuinely interested in memorizing brain parts and their functions. Lots of group work and you read a lot of research. Prof. Reed is a bit moody at times.,49,good class prof reed lecture can be boring but she be very enthusiastic about the material take it if you be genuinely interested in memorize brain part and their function lot of group work and you read a lot of research prof reed be a bit moody at time,"['explanation_clarity', 'study_material']",2,"{'explanation_clarity': ('positive', 0.1531), 'study_material': ('positive', 0.5709)}"
Catherine Reed ,Psychology department,4.0,3.0,"Although lectures can be dry, Professor Reed clearly cares about her students, and takes time out of her own day to make sure everyone gets feedbacks on the tests. Her exams are demanding but as long as you put in the time to study you'll be fine. There's also a large final paper but she outlines it well and it's easier to complete than it looks.",66,although lecture can be dry professor reed clearly care about her student and take time out of her own day to make sure everyone get feedback on the test her exam be demand but as long as you put in the time to study you ll be fine there s also a large final paper but she outline it well and its easy to complete than it look,"['explanation_clarity', 'doubt_solving', 'practical_sessions', 'subject_difficulty']",4,"{'explanation_clarity': ('positive', 0.7717), 'doubt_solving': ('positive', 0.7717), 'practical_sessions': ('positive', 0.7717), 'subject_difficulty': ('positive', 0.6124)}"
Catherine Reed ,Psychology department,4.0,3.0,Her classes are structured really well for the entire semester: 2 midterms and 1 final (which was another midterm). It's important to listen in her lectures and do the reading to understand for the next class. She really cares for her students and is very proficient at teaching.,48,her class be structure really well for the entire semester midterm and final which be another midterm its important to listen in her lecture and do the reading to understand for the next class she really care for her student and be very proficient at teach,"['explanation_clarity', 'study_material']",2,"{'explanation_clarity': ('positive', 0.7708), 'study_material': ('positive', 0.7708)}"
Catherine Reed ,Psychology department,4.0,3.0,"I love Dr. Reed! Once I got the hang of the class, I really enjoyed her teaching and the material. I went to her office hours multiple times-- she gave me good ideas for my final paper and even let me redo a test question I had missed.  She organized a fun class dinner and really tried to get to know us.  Definitely recommend this class!!",66,I love dr reed once I get the hang of the class I really enjoy her teaching and the material I go to her office hour multiple time she give I good idea for my final paper and even let I redo a test question I have miss she organize a fun class dinner and really try to get to know we definitely recommend this class,"['doubt_solving', 'study_material', 'practical_sessions', 'faculty_availability']",4,"{'doubt_solving': ('positive', 0.9552), 'study_material': ('positive', 0.9552), 'practical_sessions': ('positive', 0.9552), 'faculty_availability': ('positive', 0.9552)}"
Catherine Reed ,Psychology department,2.0,4.0,"Warning: this will be the most boring class you will ever take. Avoid at all cost. Prof Reed is not good at teaching, and she goes off topic all the time during lecture.",33,warn this will be the most boring class you will ever take avoid at all cost prof reed be not good at teaching and she go off topic all the time during lecture,['explanation_clarity'],1,"{'explanation_clarity': ('negative', -0.7649)}"
Catherine Reed ,Psychology department,3.0,3.0,"Cathy smothered the ever existing interest I had in psychology after taking her intro to psyc. Don't get me wrong - she is super nice and cares a lot about her students, but her lectures are too dry. Some people say she is easy - not necessarily. I find her midterm questions confusing. ",53,cathy smother the ever exist interest I have in psychology after take her intro to psyc do not get I wrong she be super nice and care a lot about her student but her lecture be too dry some people say she be easy not necessarily I find her midterm question confusing,"['explanation_clarity', 'doubt_solving', 'subject_difficulty']",3,"{'explanation_clarity': ('positive', 0.25), 'doubt_solving': ('positive', 0.25), 'subject_difficulty': ('positive', 0.25)}"
Catherine Reed ,Psychology department,3.0,3.0,She is very condescending during office hours and unnecessarily blunt. She does not know how to encourage students to do better on assignments as she treats them like they are dumb or lost causes. She also has no filter and discusses your academics in front of other students. She also gets flustered before she's even asked you if you understand!,60,she be very condescend during office hour and unnecessarily blunt she do not know how to encourage student to do well on assignment as she treat they like they be dumb or lose cause she also have no filter and discuss your academic in front of other student she also get fluster before she s even ask you if you understand,"['doubt_solving', 'study_material', 'practical_sessions', 'faculty_availability']",4,"{'doubt_solving': ('positive', 0.34), 'study_material': ('positive', 0.34), 'practical_sessions': ('positive', 0.34), 'faculty_availability': ('positive', 0.34)}"
Catherine Reed ,Psychology department,3.0,3.0,"It's true, she did speak in a way that insults students' intelligence, which made class very boring. Some assignments seemed like busy-work, and she does read off of her slides for ""lecture"". Her perkiness was also very annoying. However, the class isn't really too hard. Test questions are usually worded the exact same way her slides are.",57,its true she do speak in a way that insult student intelligence which make class very boring some assignment seem like busywork and she do read off of her slide for lecture her perkiness be also very annoying however the class be not really too hard test question be usually word the exact same way her slide be,"['explanation_clarity', 'doubt_solving', 'study_material', 'practical_sessions', 'faculty_availability', 'subject_difficulty']",6,"{'explanation_clarity': ('negative', -0.1245), 'study_material': ('positive', 0.1285), 'practical_sessions': ('positive', 0.1285), 'faculty_availability': ('negative', -0.1245), 'doubt_solving': ('positive', 0.1285), 'subject_difficulty': ('positive', 0.1285)}"
Catherine Reed ,Psychology department,2.5,1.0,"If you're looking to get an easy A GE out of the way, intro psych with reed is the way to go. The class is really easy, but she is an awful teacher that teaches down the material so much so that going to her class is an annoyance. She means well, but her class is a glorified daycare full of powerpoint heavy lecture and condescendingly slow pacing.",68,if you re look to get an easy a ge out of the way intro psych with reed be the way to go the class be really easy but she be an awful teacher that teach down the material so much so that go to her class be an annoyance she mean well but her class be a glorify daycare full of powerpoint heavy lecture and condescendingly slow pacing,"['explanation_clarity', 'teaching_pace', 'study_material', 'subject_difficulty']",4,"{'subject_difficulty': ('positive', 0.7264), 'study_material': ('positive', 0.5719), 'explanation_clarity': ('positive', 0.5719), 'teaching_pace': ('positive', 0.5719)}"
Catherine Reed ,Psychology department,2.0,3.0,"She is incredibly boring.  Professor Reed is obviously interested in the material but she just lacks the ability to teach.  Way too powerpoint heavy, I find myself copying down her powerpoints verbatim.  Her tests aren't too hard, but beware that she is awful at teaching the material.",47,she be incredibly boring professor reed be obviously interested in the material but she just lack the ability to teach way too powerpoint heavy I find myself copy down her powerpoint verbatim her test be not too hard but beware that she be awful at teach the material,"['study_material', 'practical_sessions', 'subject_difficulty']",3,"{'study_material': ('negative', -0.4588), 'practical_sessions': ('positive', 0.0762), 'subject_difficulty': ('positive', 0.0762)}"
Catherine Reed ,Psychology department,3.0,3.0,Professor Reed is very passionate about what she teaches. She makes the class fun and interactive. There is no final (it's only a midterm). Material is very interesting and easy to understand.,32,professor reed be very passionate about what she teach she make the class fun and interactive there be no final its only a midterm material be very interesting and easy to understand,"['study_material', 'subject_difficulty']",2,"{'study_material': ('positive', 0.899), 'subject_difficulty': ('positive', 0.899)}"
Catherine Reed ,Psychology department,4.0,1.0,"Prof reed is good- but very powerpoint heavy and sometimes it felt like she was teaching middle schoolers b/c the material was dumbed-down. That said, it would be a good psych GE and if you have any deeper interest prof Reed is really eager to get students into lab.",49,prof reed be good but very powerpoint heavy and sometimes it feel like she be teach middle schooler bc the material be dumbeddown that say it would be a good psych ge and if you have any deep interest prof reed be really eager to get student into lab,"['study_material', 'practical_sessions']",2,"{'study_material': ('positive', 0.8805), 'practical_sessions': ('positive', 0.8805)}"
Catherine Reed ,Psychology department,5.0,2.0,"Professor Reed is very nice and a lot of fun. She uses a lot of powerpoint. Also, very upfront about expectations for papers and exams. As long as you put in a basic amount of work, you'll do fine.",39,professor reed be very nice and a lot of fun she use a lot of powerpoint also very upfront about expectation for paper and exam as long as you put in a basic amount of work you ll do fine,"['study_material', 'practical_sessions']",2,"{'study_material': ('positive', 0.8016), 'practical_sessions': ('positive', 0.8016)}"
Catherine Reed ,Psychology department,4.0,1.0,"She was an easy teacher although we had to write up things every week in the class. She is so enthusiastic it is infectious, and really helps make the class much more enjoyable, especially when she went into topics that I didn't find interesting at all.",46,she be an easy teacher although we have to write up thing every week in the class she be so enthusiastic it be infectious and really help make the class much more enjoyable especially when she go into topic that I do not find interesting at all,"['doubt_solving', 'subject_difficulty']",2,"{'subject_difficulty': ('positive', 0.4404), 'doubt_solving': ('positive', 0.842)}"
Catherine Reed ,Psychology department,4.0,3.0,"Uses lots of PowerPoints in class. The book is never used in class, but read it. It helps for the test and papers. The final isn't cumulative, which is great. Tests are pretty easy if you don't just cram the night before.",42,use lot of powerpoint in class the book be never use in class but read it it help for the test and paper the final be not cumulative which be great test be pretty easy if you do not just cram the night before,"['doubt_solving', 'study_material', 'practical_sessions', 'subject_difficulty']",4,"{'study_material': ('neutral', 0.0), 'doubt_solving': ('positive', 0.9169), 'practical_sessions': ('positive', 0.9169), 'subject_difficulty': ('positive', 0.9169)}"
Catherine Reed ,Psychology department,5.0,2.0,"Awesome professor.  She helps make the material straightforward.  Really cool person, so she can help with any problem you're having in the class.  Good for GE and major.",28,awesome professor she help make the material straightforward really cool person so she can help with any problem you re have in the class good for ge and major,"['doubt_solving', 'study_material']",2,"{'doubt_solving': ('positive', 0.911), 'study_material': ('positive', 0.911)}"
